captured_at,date,source_platform,source_type,location_text,normalized_area,normalized_micro_spot,shore_vs_boat,species_mentions,schooling_signal,surface_activity_signal,size_signal,method_mentions,evidence_confidence,raw_excerpt,url_or_reference
2026-04-08T20:51:52,2025-04-30,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,striped_trumpeter,unknown,unknown,large,,medium,"Some great fishing of Bicheno a few months back
8FeetTravels · 和 kidswhoexploreaustralia 以及
其他 8 位用户
· 在 Bicheno
2025年4月30日
𝕋𝕒𝕤𝕤𝕚𝕖 𝔽𝕚𝕤𝕙𝕚𝕟𝕘 | 𝔹𝕚𝕔𝕙𝕖𝕟𝕠
From the ocean to the plate
So stoked to get out here for a few days, seriously couldn’t believe how deep it got out here (especially coming from Perth where it takes an hour plus to get to 100m +). We were fishing for Flattys in 30-40m just off the coast. I was going to bring my small jigging rod but we opted for the electrics
The big boi is called",https://www.facebook.com/groups/365640693613260/posts/3070897029754266/
2026-04-08T20:52:12,2025-04-30,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,flathead,unknown,unknown,unknown,,medium,Caught and released this nice flatty up north a couple of days ago .Can someone tell me what kind of flatly it is please? Was about 2ft Pb for me cheers,https://www.facebook.com/groups/365640693613260/posts/3070730056437630/
2026-04-08T20:52:42,2025-04-29,facebook,facebook_browser_probe,Bellerive,bellerive,,unknown,bream,unknown,unknown,unknown,,medium,"Another little Bellerive Bream, caught on sunset. Yeeewh",https://www.facebook.com/groups/365640693613260/posts/3069866693190633/
2026-04-08T21:12:05,2025-09-10,facebook,facebook_browser_probe,Lake Crescent,lake_crescent,,shore,,unknown,unknown,decent,,medium,"Broke my PB by some way today and with a foul hook in the tail fin! 70cm. Weight? Lost a big one recently, so I’m super happy to get my redemption. Shore based, Lake Crescent, 3.2” black and gold. Released for another day.",https://www.facebook.com/groups/283165128726817/posts/2509036369473004/
2026-04-08T21:13:16,2025-09-07,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,,unknown,unknown,unknown,,medium,Landed this stonker today a pb for me went 9lb,https://www.facebook.com/groups/283165128726817/posts/2506331953076779/
2026-04-08T21:13:26,2025-09-07,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,,unknown,unknown,decent,,medium,"not a bad father’s day. took the kids for a bit of a fish today. got a bit wet but managed to catch a nice fish. thanks for the info from another fisherman the other day.
0:00 / 0:11",https://www.facebook.com/groups/283165128726817/posts/2506268436416464/
2026-04-08T21:13:47,2025-09-07,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,,unknown,unknown,decent,,medium,Few nice ones to start the season,https://www.facebook.com/groups/283165128726817/posts/2506056936437614/
2026-04-08T21:13:57,2025-09-07,facebook,facebook_browser_probe,Derwent,derwent,,unknown,,unknown,unknown,unknown,,medium,"Couple of nice ones from the upper Derwent, caught on ecogear hardbody’s.
还没有任何评论哦
抢沙发~",https://www.facebook.com/groups/283165128726817/posts/2505632176480090/
2026-04-08T21:19:09,2023-11-21,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,,unknown,unknown,unknown,,medium,"Cracking day out fishing..— 和 Nicko Burry 、 Aaron Mitchell Pugsley
0:00 / 1:00",https://www.facebook.com/groups/283165128726817/posts/2001945263515453/
2026-04-08T21:19:19,2023-11-21,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,,unknown,unknown,decent,,medium,"Great day to beat a Pb and finely got over double figures
12 pounds",https://www.facebook.com/groups/283165128726817/posts/2001935243516455/
2026-04-08T21:21:13,2025-10-29,facebook,facebook_browser_probe,Tasmania,tasmania,,boat,tuna,unknown,unknown,large,,medium,"New PB for Jen and I....
2.0m measured and 1.4m around the girth it's a monster of a fish.
2 hr fight, 1 hr for the two of us to get it in the boat, 3 hrs to process it when we got home..... our Mako caught last year at 2.3m was longer but this tuna was way heavier at 140kg gilled and gutted.",https://www.facebook.com/groups/283165128726817/posts/2557101917999782/
2026-04-08T21:21:23,2025-10-29,facebook,facebook_browser_probe,Tasmania,tasmania,,shore,,unknown,unknown,large,,medium,Big King George whiting caught near wynyard,https://www.facebook.com/groups/283165128726817/posts/2556784278031546/
2026-04-08T21:21:33,2025-10-28,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,,unknown,unknown,large,,medium,Good day out with mate Zeke. Ended up getting a solid brown and heaps of good conditioned river fish.,https://www.facebook.com/groups/283165128726817/posts/2556282431415064/
2026-04-08T21:21:44,2025-10-28,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,,unknown,unknown,decent,,medium,"All fish on lures, great trip from qld to the lakes",https://www.facebook.com/groups/283165128726817/posts/2555926894783951/
2026-04-08T21:21:54,2025-10-26,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,trout,unknown,unknown,decent,,medium,"My son caught his first trout this weekend. 3.98 pound at 53cm. So proud
thanks Ben Glowacki for your guidance.",https://www.facebook.com/groups/283165128726817/posts/2554415201601787/
2026-04-08T21:22:35,2025-10-24,facebook,facebook_browser_probe,Derwent,derwent,,unknown,,unknown,unknown,decent,,medium,"A few from the river
0:00 / 0:11",https://www.facebook.com/groups/283165128726817/posts/2552274365149204/
2026-04-08T21:22:55,2025-10-22,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,trout,unknown,unknown,unknown,,medium,The rain didn’t stop us today. I landed a nice brown that went 6.4 pound an Matty landing his pb brown that went 4.7 Matt Featherstone,https://www.facebook.com/groups/283165128726817/posts/2550154845361156/
2026-04-08T21:29:13,2025-07-16,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,trout,unknown,unknown,unknown,,medium,Couple chromies (lake trout/chrome trout) caught on dusk.,https://www.facebook.com/groups/283165128726817/posts/2458162194560422/
2026-04-08T21:30:04,2025-07-06,facebook,facebook_browser_probe,Derwent,derwent,,unknown,trout,unknown,unknown,large,,medium,Monster brown trout landed in the Derwent River.,https://www.facebook.com/groups/283165128726817/posts/2449807825395859/
2026-04-08T21:31:59,2025-06-30,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,,unknown,unknown,unknown,,medium,"Des Taylor
Des Taylor Angling
Des Taylor
管理员
2025年6月29日
So now the official news is out when cormorants were given protection there were 2000 overwintering birds NOW there are 64000 and still going up. And still the RSPB will fight against a cull even if the numbers reached 250000 I wish our Angling Trust was as selfish instead of always worrying about what the public will say.
还没有任何评论哦
抢沙发~",https://www.facebook.com/groups/283165128726817/posts/2444317479278227/
2026-04-08T21:32:09,2025-06-29,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,bream,unknown,unknown,decent,,medium,"The bream are starting to get ready for winter. Tough bite, but still good fun on the lightly weighted resin head plastics and mussel lures",https://www.facebook.com/groups/283165128726817/posts/2443416379368337/
2026-04-08T21:32:19,2025-06-23,facebook,facebook_browser_probe,Eaglehawk Neck,eaglehawk_neck,,boat,striped_trumpeter,unknown,unknown,unknown,,medium,"Just sharing our fishing trip yesterday down at hyppolyte Rock eaglehawk neck, very happy with our catch stripey trumpeter
the best eating fish
Sarap na naman kain namin nito😉🎣 the best eating fish Stripey trumpeter 🎣
#fishingaustralia ##fishingtasmania #tasmanpeninsula #stripeytrumpeter #qui… 展开
Jimmy Charles · Fish On
Jimmy Charles · Fish On
Jimmy Charles · Fish On
Ranil Arcillas
· 关注
6月23日",https://www.facebook.com/groups/283165128726817/posts/2438173599892615/
2026-04-08T21:32:30,2025-06-18,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,australian_salmon,unknown,unknown,unknown,,medium,"https://youtu.be/6jn11iPBvCM?si=7AS_X4bFIG4c6nmV
YOUTUBE.COM
Hot Salmon Bite in St Helens Tasmania
还没有任何评论哦
抢沙发~",https://www.facebook.com/groups/283165128726817/posts/2433985366978105/
2026-04-08T21:33:31,2025-06-08,facebook,facebook_browser_probe,Derwent,derwent,,boat,trout,unknown,unknown,large,,medium,Many Trout being caught in the Derwent yet?? Cheers,https://www.facebook.com/groups/283165128726817/posts/2425065411203434/
2026-04-08T21:33:51,2025-06-03,facebook,facebook_browser_probe,Great Lake,great_lake,,unknown,trout,unknown,unknown,unknown,,medium,Nice rainbow we caught on Great Lake on Saturday,https://www.facebook.com/groups/283165128726817/posts/2420722071637768/
2026-04-08T21:34:52,2025-05-22,facebook,facebook_browser_probe,Derwent,derwent,,boat,shark,unknown,unknown,small,,medium,"Whats this, ????
Update,
Thanks for replys, it was released, only out for photo,",https://www.facebook.com/groups/283165128726817/posts/2410811739295468/
2026-04-08T21:37:04,2025-03-27,facebook,facebook_browser_probe,Tasmania,tasmania,,boat,mackerel;jack_mackerel;shark,unknown,unknown,unknown,,medium,If someone happens to snag a daiwa aird combo with multi coloured braid and a little split shot weight on the fluorocarbon line around the Connelly marsh point area I would love to get it back it accidentally went overboard this morning ( Thursday 27 th ),https://www.facebook.com/groups/283165128726817/posts/2358680127841963/
2026-04-08T21:37:34,2025-03-25,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,australian_salmon,unknown,unknown,large,,medium,"The salmon was thick off Ulverstone today even done my good deed for the day and gave these local kids a fish each, It was a very successful trip
0:00 / 0:12",https://www.facebook.com/groups/283165128726817/posts/2356920831351226/
2026-04-08T21:37:55,2025-03-23,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,trout,unknown,unknown,small,,medium,"Justin Stevens
2025年3月23日
What a ripper weekend! This weekend we headed to trout creek to compete in the second round of the Tasmanian Kayak Fishing Series. I think every one caught fish and 27 entries.
And now is the perfect time to go look at your very own HOBIE kayak at Tamar Marine as they are running a sale until the end of the month. Even managed a small comp this arvo and I managed to take home the prize!!
还没有任何评论哦
抢沙发~",https://www.facebook.com/groups/283165128726817/posts/2354907254885917/
2026-04-08T21:39:57,2025-03-12,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,squid,unknown,unknown,decent,,medium,Bit of shallow water Blue Spot action all out of about 50cm of water on 8lbd with the new temu $3.50 for 3 special lol,https://www.facebook.com/groups/283165128726817/posts/2344483649261611/
2026-04-08T21:41:58,2025-02-28,facebook,facebook_browser_probe,Derwent,derwent,,unknown,,unknown,unknown,large,,medium,"Got out on the Derwent today. Windy and no big fish, but still good fun",https://www.facebook.com/groups/283165128726817/posts/2334156466960996/
2026-04-08T21:42:29,2025-02-28,facebook,facebook_browser_probe,Tasmania,tasmania,,shore,kingfish;tuna,unknown,unknown,unknown,,medium,"A few fish from Fortesque Bay and off eagle hawk neck.
Gem fish and blue grenadier off the shelf (don't pick a gemfish up by the gills).. A huge cray (not mine) in 25m of water, A little Bluefin in 12m of water off the reef to the right of Lufra hotel (double hook up) and of note was a huge kingfish that smoked me off the blow hole at eagle hawk neck, he won the fight. Also an unconfirmed report of juvenile swordfish just off the surfbreak at eagle hawk neck and a confirmed report of a bluefing ",https://www.facebook.com/groups/283165128726817/posts/2333736970336279/
2026-04-08T21:42:39,2025-02-27,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,kingfish,unknown,unknown,unknown,,medium,"Kingfish bycatch, won’t say no. Good fight on the 2-4 kilo rod and 2500 reel.",https://www.facebook.com/groups/283165128726817/posts/2333064927070150/
2026-04-08T21:44:21,2025-02-16,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,trout,unknown,unknown,unknown,,medium,"Back up to Talbot's Lagoon this morning for a couple of hours fishing with my son Ethan...Very cool morning and windy after the snow yesterday in the highlands ...
We managed to get 3 nice Brown trout on the soft plastic all released....
The last two weeks we went up to Loongana
(Leven River) we did 4 trips using a celta in the rapids catching 20 brownies and 1 rainbow all thrown back ...was a great bit of fun ....",https://www.facebook.com/groups/283165128726817/posts/2323502671359709/
2026-04-08T21:44:51,2025-02-10,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,kingfish,unknown,unknown,unknown,,medium,"finally got one!
YOUTUBE.COM
Chasing KINGFISH! Freycinet National Park",https://www.facebook.com/groups/283165128726817/posts/2318681245175185/
2026-04-08T21:45:02,2025-02-10,facebook,facebook_browser_probe,Launceston,launceston,,unknown,trout,unknown,unknown,decent,,medium,"Check out the results from the first kayak event for the new Tasmanian Kayak Fishing Series
Tasmanian Kayak Fishing Series
Cameron Cole
管理员
2025年2月9日
Well what an awesome start to the inaugural Tasmanian Kayak Fishing Series with round 1 at Talbots lagoon run and won.
24 anglers hit the water in perfect fishing conditions on Saturday 7th Feb. At the end of the day, 21 anglers weighed in fish (via photos), with an overall length of 32.8 metres of brown and rainbow trout.
Big congrats to all of th",https://www.facebook.com/groups/283165128726817/posts/2318650108511632/
2026-04-08T21:45:22,2025-02-09,facebook,facebook_browser_probe,Tasmania,tasmania,,boat,shark,unknown,unknown,large,,medium,"Well what a day yesterday fishing the TCoT Rally with a plan set to catch a mako with conditions not the best . We stuck to our plan 5 hours with nothing ,then the bait was hit Shanae said Amber this one is yours with a short fight she had her first shark to the side of the boat a nice 60kg Blue Shark tagged and released. Next bait deployed a few minutes later we were on again with Shanae on the rod but with it letting go . Then the the big girl charged the boat so floated another bait out , 10 ",https://www.facebook.com/groups/283165128726817/posts/2317981171911859/
2026-04-08T21:46:03,2025-02-07,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,,unknown,unknown,unknown,,medium,"Wedge today
55
4
联系人
Meta AI
在线状态指示标
在线
Ritesh Adalja
Shiyu Wu
Jiayi Li
29分钟
Rabin Mandal",https://www.facebook.com/groups/283165128726817/posts/2316883068688336/
2026-04-08T21:46:33,2025-02-07,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,trout,unknown,unknown,large,,medium,"Called in to Risdon Dam to teach a client to cast. He started getting the hang of it with a black and gold t tail and ext thing he says “ my line feels heavy “
Just in case people are worried he is eligable to fish there in the designated zone with a carer who can fish with them.",https://www.facebook.com/groups/283165128726817/posts/2316720655371244/
2026-04-08T21:48:24,2025-01-28,facebook,facebook_browser_probe,Tasmania,tasmania,,boat,squid,unknown,unknown,unknown,,medium,"A quick morning session last week with Finn and Madeleine. At one point we had three whiting in the boat before I could get the chaos under control and put them in the livewell
Dad another one is on!
Gulps and squid bring them undone",https://www.facebook.com/groups/283165128726817/posts/2309498112760165/
2026-04-08T21:51:27,2025-01-15,facebook,facebook_browser_probe,Woods Lake,woods_lake,,unknown,trout,unknown,unknown,small,,medium,Nice little trout from Woods Lake.,https://www.facebook.com/groups/283165128726817/posts/2299284583781518/
2026-04-08T21:51:38,2025-01-15,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,trout,unknown,unknown,large,,medium,Nice solid trout that put up a fight in the Brumbys creek river on a soft plastic ended up putting him back in the water for someone else to hopefully experience the fight this guy puts out,https://www.facebook.com/groups/283165128726817/posts/2299282473781729/
2026-04-08T21:52:18,2025-01-13,facebook,facebook_browser_probe,Tasmania,tasmania,,boat,trout,unknown,unknown,unknown,,medium,Do you need a license to fish downstream from the bridge in Huonville.,https://www.facebook.com/groups/283165128726817/posts/2298187183891258/
2026-04-11T23:35:04,2025-12-04,xiaohongshu,xiaohongshu_search_crawl,hobart,hobart,,unknown,,unknown,unknown,unknown,,low,"region [ref=68] ""记录我在霍巴特钓过的🐟 10""",xhs_search_霍巴特钓鱼_20260411_231525.json
2026-04-11T23:35:04,2024-03-23,xiaohongshu,xiaohongshu_search_crawl,hobart,hobart,,unknown,kingfish,unknown,unknown,unknown,,medium,"region [ref=78] ""塔州Kingfish 48""",xhs_search_霍巴特钓鱼_20260411_231525.json
2026-04-11T23:35:04,2024-09-11,xiaohongshu,xiaohongshu_search_crawl,hobart,hobart,,unknown,,unknown,unknown,unknown,,low,"region [ref=98] ""塔州霍巴特｜钓鱼佬每周末早出晚归鱼获大赏 17""",xhs_search_霍巴特钓鱼_20260411_231525.json
2026-04-11T23:35:04,2025-02-12,xiaohongshu,xiaohongshu_search_crawl,hobart,hobart,,unknown,,unknown,unknown,unknown,,low,"region [ref=123] ""今年鱼获满满啊 15""",xhs_search_霍巴特钓鱼_20260411_231525.json
2026-04-11T23:35:04,2024-03-23,xiaohongshu,xiaohongshu_search_crawl,tasmania,tasmania,,unknown,kingfish,unknown,unknown,unknown,,medium,"region [ref=78] ""塔州Kingfish 48""",xhs_search_塔州钓鱼_20260411_231530.json
2026-04-11T23:35:04,2025-02-12,xiaohongshu,xiaohongshu_search_crawl,tasmania,tasmania,,unknown,,unknown,unknown,unknown,,low,"region [ref=123] ""今年鱼获满满啊 15""",xhs_search_塔州钓鱼_20260411_231530.json
2026-04-11T23:35:57,2024-03-23,xiaohongshu,xiaohongshu_search_crawl,hobart,hobart,,unknown,kingfish,unknown,unknown,unknown,,medium,"塔州Kingfish
Talking to the 慕
2024-03-23",xhs_search_霍巴特钓鱼_20260411_233544.json
2026-04-11T23:35:57,2024-09-11,xiaohongshu,xiaohongshu_search_crawl,hobart,hobart,,unknown,,unknown,unknown,unknown,,low,"塔州霍巴特｜钓鱼佬每周末早出晚归鱼获大赏
Danlulu
2024-09-11",xhs_search_霍巴特钓鱼_20260411_233544.json
2026-04-11T23:35:57,2025-12-09,xiaohongshu,xiaohongshu_search_crawl,hobart,hobart,,unknown,squid,unknown,unknown,unknown,,medium,"大风大浪大鱿鱼
爱学习的路亚小学生
2025-12-09",xhs_search_霍巴特钓鱼_20260411_233544.json
2026-04-11T23:35:57,2026-03-03,xiaohongshu,xiaohongshu_search_crawl,hobart,hobart,,unknown,squid,unknown,unknown,unknown,,low,"鱿鱼杆拉澳三
爱学习的路亚小学生
03-03",xhs_search_霍巴特钓鱼_20260411_233544.json
2026-04-11T23:35:58,2025-02-12,xiaohongshu,xiaohongshu_search_crawl,hobart,hobart,,unknown,,unknown,unknown,unknown,,low,"今年鱼获满满啊
村里的孩子
2025-02-12",xhs_search_霍巴特钓鱼_20260411_233544.json
2026-04-11T23:35:58,2025-02-12,xiaohongshu,xiaohongshu_search_crawl,tasmania,tasmania,,unknown,,unknown,unknown,unknown,,low,"今年鱼获满满啊
村里的孩子
2025-02-12",xhs_search_塔州钓鱼_20260411_233549.json
2026-04-11T23:35:58,2025-02-03,xiaohongshu,xiaohongshu_search_crawl,tasmania,tasmania,,unknown,,unknown,unknown,unknown,,low,"我的钓鱼日记 | 游钓塔斯马尼亚鱼获合集
充满疑问的一文
2025-02-03",xhs_search_塔州钓鱼_20260411_233549.json
2026-04-11T23:35:58,2026-03-03,xiaohongshu,xiaohongshu_search_crawl,tasmania,tasmania,,unknown,squid,unknown,unknown,unknown,,low,"鱿鱼杆拉澳三
爱学习的路亚小学生
03-03",xhs_search_塔州钓鱼_20260411_233549.json
2026-04-11T23:35:58,2025-12-04,xiaohongshu,xiaohongshu_search_crawl,hobart,hobart,,unknown,,unknown,unknown,unknown,,low,"记录我在霍巴特钓过的🐟
地未衣来
2025-12-04",xhs_search_霍巴特路亚_20260411_233553.json
2026-04-11T23:35:58,2024-01-10,xiaohongshu,xiaohongshu_search_crawl,hobart,hobart,,unknown,wrasse,unknown,unknown,unknown,,medium,"霍巴特钓鱼，Bellerive大彩衣！刺激！
如荼
2024-01-10",xhs_search_霍巴特路亚_20260411_233553.json
2026-04-11T23:35:58,2025-12-09,xiaohongshu,xiaohongshu_search_crawl,tasmania,tasmania,,unknown,squid,unknown,unknown,unknown,,medium,"大风大浪大鱿鱼
爱学习的路亚小学生
2025-12-09",xhs_search_塔斯马尼亚海钓_20260411_233557.json
2026-04-11T23:35:58,2024-03-23,xiaohongshu,xiaohongshu_search_crawl,tasmania,tasmania,,unknown,kingfish,unknown,unknown,unknown,,medium,"塔州Kingfish
Talking to the 慕
2024-03-23",xhs_search_塔斯马尼亚海钓_20260411_233557.json
2026-04-12T00:29:38,2026-04-12,facebook,facebook_browser_probe,Hobart,hobart,,boat,tuna,clear,unknown,unknown,,medium,Paul and his son Ziggy had Bluefin Tuna locked in as our target for the day. Fortunately we came across the motherload! From zero to 100 we had Tuna boiling and birds diving. Multiple double hookup and chaos! The odds were against us with rough weather and seals galore but managed to get a couple past our fury friends. Ziggy boated a ripper estimated 70kg+ Bluefin!,https://www.facebook.com/mrflatheadtasmania/posts/pfbid0315Jye8vBHts2fmEc4xa1QKHobpLodEtrfzwUHC9Qs9kuTbahu7MHxYrT8QUAKLVl
2026-04-12T22:01:26,2026-01-26,xiaohongshu,xiaohongshu_search_crawl,hobart,hobart,,unknown,wrasse,unknown,unknown,unknown,,low,"霍巴特钓青衣
爱学习的路亚小学生
01-26",xhs_search_霍巴特路亚_20260412_220122.json
2026-04-12T22:02:57,2026-04-12,facebook,facebook_browser_probe,Hobart,hobart,,boat,tuna,unknown,unknown,unknown,,medium,"Can't all be barrels
another beautiful Bluefin from today. Well done on the rod in tough conditions!
查看翻译",https://www.facebook.com/mrflatheadtasmania/posts/pfbid0M4wpzEpTtC1n36azxptW4zdpmj6XG8AcV1SaJ7yYQCuZzFMSFYG2yS5d6Eq6qNoHl
2026-04-12T22:02:57,2026-04-11,facebook,facebook_browser_probe,Hobart,hobart,,boat,tuna,clear,unknown,unknown,,medium,"Paul and his son Ziggy had Bluefin Tuna locked in as our target for the day. Fortunately we came across the motherload! From zero to 100 we had Tuna boiling and birds diving. Multiple double hookup and chaos! The odds were against us with rough weather and seals galore but managed to get a couple past our fury friends. Ziggy boated a ripper estimated 70kg+ Bluefin!
查看翻译",https://www.facebook.com/mrflatheadtasmania/posts/pfbid026rX2AK4k2jeyPDao1Z4BbPKvJ6Ak6wJ5hDmURzfcDmqRuzY3CHegCKsXHYBvZffQl
2026-04-12T22:02:57,2026-04-03,facebook,facebook_browser_probe,Hobart,hobart,,boat,tuna,unknown,unknown,unknown,,medium,"Good Friday.. turned absolute ripper Friday with this Bluefin Tuna taking the lure after only a short troll! 40 minute fight. Team effort! Thanks for today guys enjoy your fresh Easter fish
查看翻译",https://www.facebook.com/mrflatheadtasmania/posts/pfbid02F4TQRYCZrxFffeXwGwG3d8x95UCWfYwF9VC9aijhpVfJThyux9ickHttkCF4Atp6l
2026-04-12T22:02:57,2026-03-31,facebook,facebook_browser_probe,Hobart,hobart,,boat,tuna,unknown,unknown,unknown,,medium,"Stripey, Morwong and Latchet for the table. Tuna jumping last couple of days
查看翻译",https://www.facebook.com/mrflatheadtasmania/posts/pfbid027n2mjctJvzvXnaQpJCF7JJcDewqMuihZc66SFYnQ2RAsz9RCyBQJ8rk49Kss7b2Tl
2026-04-12T22:02:57,2026-03-15,facebook,facebook_browser_probe,Hobart,hobart,,boat,flathead,unknown,unknown,unknown,,medium,"Father and son out for a half day charter. Morwong were on fire giving the young fella plenty of action on the rod!
查看翻译
还没有任何评论哦
抢沙发~
写评论…",https://www.facebook.com/mrflatheadtasmania/posts/pfbid02YF7Bu5upAa7DqfV8wMJe6pZ7n4pwPxKDveX1xgURdN1maEC7DorXtPHZs1u2oerRl
2026-04-12T22:02:57,2026-03-11,facebook,facebook_browser_probe,Hobart,hobart,,boat,kingfish;striped_trumpeter,unknown,unknown,unknown,,medium,"The rain did not put a dampener on todays charter! Repeat customer Ashley and crew got their bag of Perch mixed in with a stray yellow tail kingfish on the bottom rig for something different. Finished off with a few ripper striped trumpeter. Thanks heaps for today guys!
查看翻译",https://www.facebook.com/mrflatheadtasmania/posts/pfbid0PUdFbT8DGTtJSkCPeDDa2UT1b7JAaKn2tUonc5ckB79irpfCMswsh5dp6vDzb4J7l
2026-04-12T22:02:57,2026-02-28,facebook,facebook_browser_probe,Hobart,hobart,,boat,flathead,unknown,unknown,decent,,medium,"Couple good stripey today 65 and 62cm throwing a couple undersized back. Also once again bagged out with ease on the flatties in Port Arthur...
查看翻译",https://www.facebook.com/mrflatheadtasmania/posts/pfbid0X5wiwfeaecmwoj2CY6EPcqQhtovbJPZQtJtide6DMA4uhnjarGUR7puH9toa48dRl
2026-04-12T22:04:36,2026-04-03,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,,unknown,unknown,unknown,,low,Quick drag after setting the pots yiew,https://www.facebook.com/groups/283165128726817/posts/2699791333730839/
2026-04-12T22:04:36,2026-04-02,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,bream;trevally,unknown,unknown,unknown,,medium,Is there any spots in Burnie area to get onto a Bream or a Trevally?,https://www.facebook.com/groups/283165128726817/posts/2698399387203367/
2026-04-12T22:04:36,2026-03-30,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,trout,unknown,unknown,large,,medium,"Maxim Vereshaka 在 Tasmania, Austraila
3月30日12:24
Fishing for Trophy Trout in Tasmania - up on You Tube #greatestfishingadventures #bigbrowntroutfishing #trophytrout #tasmania #
查看翻译
0:00 / 0:19",https://www.facebook.com/groups/283165128726817/posts/2695833537459952/
2026-04-12T22:06:15,2026-04-10,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,snapper,unknown,unknown,unknown,,medium,"My best snapper this year was the first one of the year caught on 6th October.6lb braid and leader with motor oil on a 2/0 headlock jig head.Heart stopping stuff.Water temp was only 12c a couple of days later.
查看翻译",https://www.facebook.com/groups/365640693613260/posts/3436468159863816/
2026-04-12T22:06:15,2026-04-07,facebook,facebook_browser_probe,Tasmania,tasmania,,unknown,australian_salmon,clear,clear,large,,medium,"Birds are still working and salmon are
busting up all up and down the Derwent.
查看翻译
0:00 / 0:16",https://www.facebook.com/groups/365640693613260/posts/3433230083520957/
2026-04-12T22:06:15,2026-04-06,facebook,facebook_browser_probe,Tasmania,tasmania,,shore,australian_salmon,unknown,unknown,large,,medium,A nice thumper my 14yo son caught tonight out port Sorrell way off the shore,https://www.facebook.com/groups/365640693613260/posts/3432577543586211/
2026-04-15T11:46:38,2026-02-09,xiaohongshu,xiaohongshu_search_crawl,hobart,hobart,,unknown,snapper,unknown,unknown,unknown,,low,"圆梦大snapper啦～
爱打龟🐢的拍崽
02-09",xhs_search_霍巴特钓鱼_20260412_231108.json
2026-04-15T11:48:56,2025-06-25,xiaohongshu,xiaohongshu_search_crawl,tasmania,tasmania,,unknown,kingfish,unknown,unknown,unknown,,medium,"西北塔Kingfish钓点
🙀...Tris🙀
2025-06-25",xhs_search_塔州钓鱼_20260415_114824.json
2026-04-15T11:48:56,2025-04-17,xiaohongshu,xiaohongshu_search_crawl,塔斯曼大桥 钓鱼,塔斯曼大桥_钓鱼,,unknown,tuna,unknown,unknown,unknown,,medium,"塔斯曼岛爆钓68kg蓝鳍金枪鱼
Lagwang-澳龙旅行TAS
2025-04-17",xhs_search_塔斯曼大桥_钓鱼_20260415_114842.json
2026-04-15T11:48:56,2025-08-09,xiaohongshu,xiaohongshu_search_crawl,south_arm,south_arm,,unknown,,unknown,unknown,unknown,,medium,"悉尼宝藏钓点分享，保姆级教程有手就上鱼！
悉尼海钓A大师
2025-08-09",xhs_search_South_Arm_钓鱼_20260415_114847.json
2026-04-15T11:48:56,2025-05-18,xiaohongshu,xiaohongshu_search_crawl,south_arm,south_arm,,shore,snapper,unknown,unknown,unknown,,medium,"墨尔本岸钓 Snapper🐟
ImKenny
2025-05-18",xhs_search_South_Arm_钓鱼_20260415_114847.json
2026-04-15T11:48:56,2025-11-25,xiaohongshu,xiaohongshu_search_crawl,kangaroo_bluff,kangaroo_bluff,,shore,,unknown,unknown,unknown,,medium,"这两年岸钓中鱼最多的“神饵”
普吉岸钓大队长
2025-11-25",xhs_search_Kangaroo_Bluff_钓鱼_20260415_114851.json
2026-04-15T11:48:56,2025-12-04,xiaohongshu,xiaohongshu_search_crawl,kangaroo_bluff,kangaroo_bluff,,unknown,,unknown,unknown,unknown,,medium,"记录我在霍巴特钓过的🐟
地未衣来
2025-12-04",xhs_search_Kangaroo_Bluff_钓鱼_20260415_114851.json
2026-04-15T11:48:56,2025-10-31,xiaohongshu,xiaohongshu_search_crawl,kangaroo_bluff,kangaroo_bluff,,unknown,kingfish,unknown,unknown,unknown,,medium,"那个让钓友“闻风丧胆”的Kingfish—它回来啦
KaozAngler
2025-10-31",xhs_search_Kangaroo_Bluff_钓鱼_20260415_114851.json
